train_number,collection_timestamp,current_station_code,next_station_code,current_delay,predicted_delay_change,probability_delay_worsening,risk_score,movement_state,distance_from_origin_km,route_sequence
97399,2026-08-22T13:47:34.547856+00:00,BND,NHU,3,0.0578,0.403,0.3248,STATIONARY,26.8,19.0
97399,2026-08-22T13:48:34.498723+00:00,NHU,MLND,5,0.0507,0.3404,0.3227,MOVING,28.5,20.0
97399,2026-08-22T13:49:35.176177+00:00,NHU,MLND,5,0.0406,0.369,0.3334,STATIONARY,28.5,20.0
97399,2026-08-22T13:50:34.563246+00:00,CRNM,MLND,5,0.0698,0.4183,0.355,MOVING,29.6,21.0
97399,2026-08-22T13:51:34.562417+00:00,CRNM,MLND,5,0.0698,0.396,0.3461,STATIONARY,29.6,21.0
97399,2026-08-22T13:52:34.682327+00:00,MLND,TNA,5,0.0285,0.3739,0.3347,MOVING,30.7,22.0
97399,2026-08-22T13:53:34.692637+00:00,MLND,TNA,5,0.0577,0.3885,0.3423,STATIONARY,30.7,22.0
97399,2026-08-22T13:54:34.552120+00:00,MLND,TNA,5,0.0577,0.3764,0.3375,MOVING,30.7,22.0
97399,2026-08-22T13:55:34.501268+00:00,MLND,TNA,5,0.0577,0.3383,0.3223,MOVING,30.7,22.0
97399,2026-08-22T13:56:34.500981+00:00,MLND,TNA,5,0.0577,0.3383,0.3223,MOVING,30.7,22.0
97399,2026-08-22T13:57:34.491056+00:00,MLND,TNA,5,0.0577,0.3495,0.3267,STATIONARY,30.7,22.0
97399,2026-08-22T13:58:34.455777+00:00,MLND,TNA,5,0.0577,0.3495,0.3267,STATIONARY,30.7,22.0
97399,2026-08-22T13:59:34.462038+00:00,MLND,TNA,5,0.0577,0.3495,0.3267,STATIONARY,30.7,22.0
97399,2026-08-22T14:00:34.453802+00:00,MLND,TNA,5,0.0019,0.3512,0.3239,STATIONARY,30.7,22.0
97399,2026-08-22T14:02:34.537867+00:00,TNA,,4,0.0157,0.4371,0.3475,MOVING,33.3,23.0
97401,2026-08-22T13:49:16.335302+00:00,GC,VK,1,0.0974,0.3922,0.2996,MOVING,19.4,16.0
97401,2026-08-22T13:50:16.198308+00:00,VK,KJRD,4,0.0593,0.3484,0.3147,MOVING,23.1,17.0
97401,2026-08-22T13:51:16.275077+00:00,VK,KJRD,4,0.0578,0.4009,0.3357,STATIONARY,23.1,17.0
97401,2026-08-22T13:52:16.240528+00:00,VK,KJRD,4,0.0784,0.4096,0.3404,STATIONARY,23.1,17.0
97401,2026-08-22T13:53:16.197599+00:00,VK,KJRD,4,0.0784,0.4096,0.3404,STATIONARY,23.1,17.0
